#SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
1247	3633	ENTREZ_GENE	INPP5B	5PTase	9606	Homo sapiens	-0.27	0.607742738	0.765293856	-	-	NO	BioGRID ORCS
1247	3897	ENTREZ_GENE	L1CAM	CAML1|CD171|HSAS|HSAS1|MASA|MIC5|N-CAM-L1|N-CAML1|NCAM-L1|S10|SPG1	9606	Homo sapiens	-0.27	0.373163485	0.57045568	-	-	NO	BioGRID ORCS
1247	3964	ENTREZ_GENE	LGALS8	Gal-8|PCTA-1|PCTA1|Po66-CBP	9606	Homo sapiens	-0.27	0.922525586	0.960471812	-	-	NO	BioGRID ORCS
1247	4145	ENTREZ_GENE	MATK	CHK|CTK|HHYLTK|HYL|HYLTK|Lsk|DKFZp434N1212	9606	Homo sapiens	-0.27	0.475551517	0.662011149	-	-	NO	BioGRID ORCS
1247	5146	ENTREZ_GENE	PDE6C	ACHM5|COD4|PDEA2	9606	Homo sapiens	-0.27	0.541401502	0.715217389	-	-	NO	BioGRID ORCS
1247	5429	ENTREZ_GENE	POLH	RAD30|RAD30A|XP-V|XPV	9606	Homo sapiens	-0.27	0.189580988	0.367153651	-	-	NO	BioGRID ORCS
1247	6236	ENTREZ_GENE	RRAD	RAD|RAD1|REM3	9606	Homo sapiens	-0.27	0.953509749	0.977836786	-	-	NO	BioGRID ORCS
1247	6331	ENTREZ_GENE	SCN5A	CDCD2|CMD1E|CMPD2|HB1|HB2|HBBD|HH1|ICCD|IVF|LQT3|Nav1.5|PFHB1|SSS1|VF1	9606	Homo sapiens	-0.27	0.268043101	0.461057191	-	-	NO	BioGRID ORCS
1247	6604	ENTREZ_GENE	SMARCD3	BAF60C|CRACD3|Rsc6p	9606	Homo sapiens	-0.27	0.764380484	0.869905104	-	-	NO	BioGRID ORCS
1247	7078	ENTREZ_GENE	TIMP3	HSMRK222|K222|K222TA2|SFD	9606	Homo sapiens	-0.27	0.817305834	0.902520845	-	-	NO	BioGRID ORCS
1247	7123	ENTREZ_GENE	CLEC3B	TN|TNA	9606	Homo sapiens	-0.27	0.219237281	0.404659833	-	-	NO	BioGRID ORCS
1247	7552	ENTREZ_GENE	ZNF711	CMPX1|MRX97|ZNF4|ZNF5|ZNF6|Zfp711|dJ75N13.1	9606	Homo sapiens	-0.27	0.315852493	0.512645004	-	-	NO	BioGRID ORCS
1247	8277	ENTREZ_GENE	TKTL1	TKR|TKT2	9606	Homo sapiens	-0.27	0.901726518	0.949891848	-	-	NO	BioGRID ORCS
1247	8546	ENTREZ_GENE	AP3B1	ADTB3|ADTB3A|HPS|HPS2|PE	9606	Homo sapiens	-0.27	0.612240409	0.768654436	-	-	NO	BioGRID ORCS
1247	9344	ENTREZ_GENE	TAOK2	MAP3K17|PSK|PSK1|PSK1-BETA|TAO1|TAO2|KIAA0881	9606	Homo sapiens	-0.27	0.886903897	0.941423205	-	-	NO	BioGRID ORCS
1247	10424	ENTREZ_GENE	PGRMC2	DG6|PMBP	9606	Homo sapiens	-0.27	0.997473177	0.998471849	-	-	NO	BioGRID ORCS
1247	10562	ENTREZ_GENE	OLFM4	GC1|GW112|OLM4|OlfD|UNQ362|bA209J19.1|hGC-1|hOLfD	9606	Homo sapiens	-0.27	0.718186493	0.839570716	-	-	NO	BioGRID ORCS
1247	10600	ENTREZ_GENE	USP16	UBP-M|UBPM	9606	Homo sapiens	-0.27	0.635975458	0.787036602	-	-	NO	BioGRID ORCS
1247	11186	ENTREZ_GENE	RASSF1	123F2|NORE2A|RASSF1A|RDA32|REH3P21	9606	Homo sapiens	-0.27	0.435775177	0.628426398	-	-	NO	BioGRID ORCS
1247	22915	ENTREZ_GENE	MMRN1	ECM|EMILIN4|GPIa*|MMRN	9606	Homo sapiens	-0.27	0.502801093	0.683713748	-	-	NO	BioGRID ORCS
1247	23175	ENTREZ_GENE	LPIN1	PAP1|KIAA0188	9606	Homo sapiens	-0.27	0.966380184	0.98512081	-	-	NO	BioGRID ORCS
1247	23370	ENTREZ_GENE	ARHGEF18	P114-RhoGEF|RP78|KIAA0521	9606	Homo sapiens	-0.27	0.833118569	0.911425698	-	-	NO	BioGRID ORCS
1247	26707	ENTREZ_GENE	OR2J2	OR6-19|OR6-8|OR6.3.8|ORL684|dJ80I19.4|hs6M1-6	9606	Homo sapiens	-0.27	0.538051561	0.712178395	-	-	NO	BioGRID ORCS
1247	27324	ENTREZ_GENE	TOX3	CAGF9|TNRC9	9606	Homo sapiens	-0.27	0.443546007	0.635143653	-	-	NO	BioGRID ORCS
1247	28434	ENTREZ_GENE	IGHV3-33	IGHV333|VH	9606	Homo sapiens	-0.27	0.415919362	0.610715492	-	-	NO	BioGRID ORCS
1247	51596	ENTREZ_GENE	CUTA	ACHAP|C6orf82	9606	Homo sapiens	-0.27	0.230564888	0.417797917	-	-	NO	BioGRID ORCS
1247	54726	ENTREZ_GENE	OTUD4	DUBA6|HIN1|HSHIN1|KIAA1046	9606	Homo sapiens	-0.27	0.98392128	0.991807729	-	-	NO	BioGRID ORCS
1247	54903	ENTREZ_GENE	MKS1	BBS13|JBTS28|MES|MKS|POC12|FLJ20345	9606	Homo sapiens	-0.27	0.891271672	0.943605038	-	-	NO	BioGRID ORCS
1247	55609	ENTREZ_GENE	ZNF280C	SUHW3|ZNF633|FLJ20095	9606	Homo sapiens	-0.27	0.968445863	0.985909307	-	-	NO	BioGRID ORCS
1247	55620	ENTREZ_GENE	STAP2	BKS|STAP-2	9606	Homo sapiens	-0.27	0.241460146	0.43053095	-	-	NO	BioGRID ORCS
1247	55915	ENTREZ_GENE	LANCL2	GPR69B|TASP	9606	Homo sapiens	-0.27	0.654608698	0.799534029	-	-	NO	BioGRID ORCS
1247	57182	ENTREZ_GENE	ANKRD50	KIAA1223	9606	Homo sapiens	-0.27	0.966403135	0.98512081	-	-	NO	BioGRID ORCS
1247	57863	ENTREZ_GENE	CADM3	BIgR|IGSF4B|NECL1|Necl-1|TSLL1|synCAM3|FLJ10698	9606	Homo sapiens	-0.27	0.180637106	0.354903422	-	-	NO	BioGRID ORCS
1247	64776	ENTREZ_GENE	C11orf1	FLJ23499	9606	Homo sapiens	-0.27	0.438152568	0.630173254	-	-	NO	BioGRID ORCS
1247	64925	ENTREZ_GENE	CCDC71	FLJ12800	9606	Homo sapiens	-0.27	0.686201971	0.819230677	-	-	NO	BioGRID ORCS
1247	79000	ENTREZ_GENE	AUNIP	AIBP|C1orf135	9606	Homo sapiens	-0.27	0.717476356	0.839158183	-	-	NO	BioGRID ORCS
1247	79169	ENTREZ_GENE	C1orf35	MMTAG2	9606	Homo sapiens	-0.27	0.99315468	0.996647105	-	-	NO	BioGRID ORCS
1247	79877	ENTREZ_GENE	DCAKD	FLJ22955	9606	Homo sapiens	-0.27	0.969478783	0.98634872	-	-	NO	BioGRID ORCS
1247	84140	ENTREZ_GENE	FAM161A	RP28|FLJ13305	9606	Homo sapiens	-0.27	0.504288753	0.685109412	-	-	NO	BioGRID ORCS
1247	84807	ENTREZ_GENE	NFKBID	IkappaBNS|TA-NFKBH	9606	Homo sapiens	-0.27	0.33631426	0.533259847	-	-	NO	BioGRID ORCS
1247	85449	ENTREZ_GENE	KIAA1755	RP5-1054A22.3	9606	Homo sapiens	-0.27	0.645655296	0.79371224	-	-	NO	BioGRID ORCS
1247	90075	ENTREZ_GENE	ZNF30	KOX28|FLJ20562|DKFZp686N19164	9606	Homo sapiens	-0.27	0.66108531	0.803541539	-	-	NO	BioGRID ORCS
1247	90167	ENTREZ_GENE	FRMD7	NYS|NYS1|XIPAN|FLJ43346	9606	Homo sapiens	-0.27	0.858489797	0.925809621	-	-	NO	BioGRID ORCS
1247	91584	ENTREZ_GENE	PLXNA4	FAYV2820|PLEXA4|PLXNA4A|PLXNA4B|PRO34003|DKFZp434G0625PRO34003|KIAA1550	9606	Homo sapiens	-0.27	0.273062115	0.466081951	-	-	NO	BioGRID ORCS
1247	128387	ENTREZ_GENE	TATDN3	-	9606	Homo sapiens	-0.27	0.903687806	0.95070981	-	-	NO	BioGRID ORCS
1247	130013	ENTREZ_GENE	ACMSD	-	9606	Homo sapiens	-0.27	0.490567128	0.673489893	-	-	NO	BioGRID ORCS
1247	140628	ENTREZ_GENE	GATA5	GATAS|bB379O24.1	9606	Homo sapiens	-0.27	0.98392128	0.991807729	-	-	NO	BioGRID ORCS
1247	201181	ENTREZ_GENE	ZNF385C	-	9606	Homo sapiens	-0.27	0.722085798	0.842159674	-	-	NO	BioGRID ORCS
1247	246777	ENTREZ_GENE	SPESP1	ESP|SP-ESP	9606	Homo sapiens	-0.27	0.842903849	0.91697914	-	-	NO	BioGRID ORCS
1247	286097	ENTREZ_GENE	MICU3	EFHA2|DKFZp313A0139	9606	Homo sapiens	-0.27	0.590676371	0.752878934	-	-	NO	BioGRID ORCS
1247	375743	ENTREZ_GENE	PTAR1	-	9606	Homo sapiens	-0.27	0.677081917	0.813784336	-	-	NO	BioGRID ORCS
1247	390067	ENTREZ_GENE	OR52H1	OR11-41|OR11-45	9606	Homo sapiens	-0.27	0.524418975	0.70104839	-	-	NO	BioGRID ORCS
1247	728597	ENTREZ_GENE	DCDC2C	-	9606	Homo sapiens	-0.27	0.945623496	0.973066637	-	-	NO	BioGRID ORCS
1247	100272147	ENTREZ_GENE	CMC4	C6.1B|MTCP1|MTCP1B|MTCP1NB|p8|p8MTCP1	9606	Homo sapiens	-0.27	0.989482396	0.995018296	-	-	NO	BioGRID ORCS
1247	100507203	ENTREZ_GENE	SMLR1	-	9606	Homo sapiens	-0.27	0.379906585	0.577074755	-	-	NO	BioGRID ORCS
1247	239U	UNKNOWN	AL079342.1	-	9606	Homo sapiens	-0.27	0.375237503	0.57261593	-	-	NO	BioGRID ORCS
1247	433U	UNKNOWN	AC226150.4	-	9606	Homo sapiens	-0.27	0.781036807	0.880808301	-	-	NO	BioGRID ORCS
1247	100287177	ENTREZ_GENE	EML2-AS1	C19orf83	9606	Homo sapiens	-0.27	0.17637005	0.349246931	-	-	NO	BioGRID ORCS
1247	351U	UNKNOWN	RP11-444E17.6	-	9606	Homo sapiens	-0.27	0.334809358	0.531548068	-	-	NO	BioGRID ORCS
1247	267	ENTREZ_GENE	AMFR	GP78|RNF45	9606	Homo sapiens	-0.26	0.843481416	0.917192582	-	-	NO	BioGRID ORCS
1247	478	ENTREZ_GENE	ATP1A3	AHC2|ATP1A1|CAPOS|DYT12|RDP	9606	Homo sapiens	-0.26	0.836504058	0.913230789	-	-	NO	BioGRID ORCS
1247	786	ENTREZ_GENE	CACNG1	CACNLG	9606	Homo sapiens	-0.26	0.529213521	0.705053872	-	-	NO	BioGRID ORCS
1247	862	ENTREZ_GENE	RUNX1T1	AML1-MTG8|AML1T1|CBFA2T1|CDR|ETO|MTG8|ZMYND2	9606	Homo sapiens	-0.26	0.058453004	0.161977032	-	-	NO	BioGRID ORCS
1247	881	ENTREZ_GENE	CCIN	BTBD20|KBTBD14	9606	Homo sapiens	-0.26	0.688980057	0.821076656	-	-	NO	BioGRID ORCS
1247	995	ENTREZ_GENE	CDC25C	CDC25|PPP1R60	9606	Homo sapiens	-0.26	0.468280572	0.656229471	-	-	NO	BioGRID ORCS
1247	1005	ENTREZ_GENE	CDH7	CDH7L1	9606	Homo sapiens	-0.26	0.358709173	0.555381233	-	-	NO	BioGRID ORCS
1247	1485	ENTREZ_GENE	CTAG1B	CT6.1|CTAG|CTAG1|ESO1|LAGE-2|LAGE2B|NY-ESO-1	9606	Homo sapiens	-0.26	0.119649278	0.268098047	-	-	NO	BioGRID ORCS
1247	1589	ENTREZ_GENE	CYP21A2	CA21H|CAH1|CPS1|CYP21|CYP21B|P450c21B	9606	Homo sapiens	-0.26	0.408533777	0.603861724	-	-	NO	BioGRID ORCS
1247	1819	ENTREZ_GENE	DRG2	-	9606	Homo sapiens	-0.26	0.345627095	0.54309711	-	-	NO	BioGRID ORCS
1247	1879	ENTREZ_GENE	EBF1	COE1|EBF|O/E-1|OLF1	9606	Homo sapiens	-0.26	0.937201483	0.968404723	-	-	NO	BioGRID ORCS
1247	2548	ENTREZ_GENE	GAA	LYAG	9606	Homo sapiens	-0.26	0.867791654	0.931120515	-	-	NO	BioGRID ORCS
1247	3381	ENTREZ_GENE	IBSP	BNSP|BSP|BSP-II|SP-II	9606	Homo sapiens	-0.26	0.613533933	0.769457133	-	-	NO	BioGRID ORCS
1247	3743	ENTREZ_GENE	KCNA7	HAK6|KV1.7	9606	Homo sapiens	-0.26	0.943950618	0.972440414	-	-	NO	BioGRID ORCS
1247	4139	ENTREZ_GENE	MARK1	MARK|Par-1c|Par1c	9606	Homo sapiens	-0.26	0.703667485	0.830537262	-	-	NO	BioGRID ORCS
1247	4724	ENTREZ_GENE	NDUFS4	AQDQ|CI-18|CI-18 kDa|CI-AQDQ	9606	Homo sapiens	-0.26	0.869536416	0.931939702	-	-	NO	BioGRID ORCS
1247	5465	ENTREZ_GENE	PPARA	NR1C1|PPAR|PPARalpha|hPPAR	9606	Homo sapiens	-0.26	0.644312532	0.792890233	-	-	NO	BioGRID ORCS
1247	5625	ENTREZ_GENE	PRODH	HSPOX2|PIG6|POX|PRODH1|PRODH2|TP53I6	9606	Homo sapiens	-0.26	0.271176789	0.464529347	-	-	NO	BioGRID ORCS
1247	6833	ENTREZ_GENE	ABCC8	ABC36|HHF1|HI|HRINS|MRP8|PHHI|SUR|SUR1|SUR1delta2|TNDM2	9606	Homo sapiens	-0.26	0.564574245	0.732949147	-	-	NO	BioGRID ORCS
1247	6913	ENTREZ_GENE	TBX15	TBX14	9606	Homo sapiens	-0.26	0.859168117	0.92624141	-	-	NO	BioGRID ORCS
1247	7109	ENTREZ_GENE	TRAPPC10	EHOC-1|EHOC1|GT334|TMEM1|TRS130|TRS30	9606	Homo sapiens	-0.26	0.564535327	0.732949147	-	-	NO	BioGRID ORCS
1247	8737	ENTREZ_GENE	RIPK1	RIP|RIP-1|RIP1	9606	Homo sapiens	-0.26	0.760759326	0.868074839	-	-	NO	BioGRID ORCS
1247	8800	ENTREZ_GENE	PEX11A	PEX11-ALPHA|PMP28|hsPEX11p	9606	Homo sapiens	-0.26	0.591571176	0.753388623	-	-	NO	BioGRID ORCS
1247	9407	ENTREZ_GENE	TMPRSS11D	HAT	9606	Homo sapiens	-0.26	0.88299401	0.939415673	-	-	NO	BioGRID ORCS
1247	9697	ENTREZ_GENE	TRAM2	KIAA0057	9606	Homo sapiens	-0.26	0.631973026	0.783588555	-	-	NO	BioGRID ORCS
1247	22844	ENTREZ_GENE	FRMPD1	FRMD2|KIAA0967	9606	Homo sapiens	-0.26	0.984082046	0.99189293	-	-	NO	BioGRID ORCS
1247	22949	ENTREZ_GENE	PTGR1	LTB4DH|PGR1|ZADH3	9606	Homo sapiens	-0.26	0.388020504	0.584867934	-	-	NO	BioGRID ORCS
1247	25928	ENTREZ_GENE	SOSTDC1	CDA019|DAND7|ECTODIN|USAG1|DKFZp564D206	9606	Homo sapiens	-0.26	0.620893333	0.774992702	-	-	NO	BioGRID ORCS
1247	27072	ENTREZ_GENE	VPS41	HVPS41|HVSP41|hVps41p	9606	Homo sapiens	-0.26	0.847177674	0.919212371	-	-	NO	BioGRID ORCS
1247	28680	ENTREZ_GENE	TRAV8-6	TCRAV1S3|TCRAV8S6|TRAV86	9606	Homo sapiens	-0.26	0.207753351	0.390288989	-	-	NO	BioGRID ORCS
1247	29895	ENTREZ_GENE	MYLPF	HUMMLC2B|MLC2B|MRLC2|MYL11	9606	Homo sapiens	-0.26	0.277776337	0.470832893	-	-	NO	BioGRID ORCS
1247	51768	ENTREZ_GENE	TM7SF3	-	9606	Homo sapiens	-0.26	0.619430566	0.773794815	-	-	NO	BioGRID ORCS
1247	54344	ENTREZ_GENE	DPM3	CDG1O	9606	Homo sapiens	-0.26	0.234994782	0.423672858	-	-	NO	BioGRID ORCS
1247	54778	ENTREZ_GENE	RNF111	ARK|hRNF111|FLJ38008|Arkadia|DKFZP761D081	9606	Homo sapiens	-0.26	0.266651271	0.459493176	-	-	NO	BioGRID ORCS
1247	55065	ENTREZ_GENE	SLC52A1	GPCR42|GPR172B|PAR2|RBFVD|RFT1|RFVT1|hRFT1|FLJ10060	9606	Homo sapiens	-0.26	0.971552792	0.987299735	-	-	NO	BioGRID ORCS
1247	55233	ENTREZ_GENE	MOB1A	C2orf6|MATS1|MOB1|MOBK1B|MOBKL1B|Mob4B|FLJ10788|FLJ11595	9606	Homo sapiens	-0.26	0.190359466	0.368162094	-	-	NO	BioGRID ORCS
1247	55285	ENTREZ_GENE	RBM41	FLJ11016	9606	Homo sapiens	-0.26	0.318471028	0.515055538	-	-	NO	BioGRID ORCS
1247	55317	ENTREZ_GENE	AP5S1	C20orf29|FLJ11168	9606	Homo sapiens	-0.26	0.99940275	0.999602711	-	-	NO	BioGRID ORCS
1247	64137	ENTREZ_GENE	ABCG4	WHITE2	9606	Homo sapiens	-0.26	0.716035316	0.838380587	-	-	NO	BioGRID ORCS
1247	64149	ENTREZ_GENE	C17orf75	NJMU-R1|SRI2	9606	Homo sapiens	-0.26	0.844405161	0.917747885	-	-	NO	BioGRID ORCS
1247	64222	ENTREZ_GENE	TOR3A	ADIR|ADIR2|FLJ22345	9606	Homo sapiens	-0.26	0.306213678	0.502653165	-	-	NO	BioGRID ORCS
1247	64344	ENTREZ_GENE	HIF3A	HIF-3A|HIF3-alpha-1|IPAS|MOP7|PASD7|bHLHe17	9606	Homo sapiens	-0.26	0.886903897	0.941423205	-	-	NO	BioGRID ORCS
1247	79618	ENTREZ_GENE	HMBOX1	HNF1LA|HOT1|PBHNF|FLJ21616	9606	Homo sapiens	-0.26	0.879155092	0.937702116	-	-	NO	BioGRID ORCS
1247	79772	ENTREZ_GENE	MCTP1	FLJ22344	9606	Homo sapiens	-0.26	0.944981815	0.972909916	-	-	NO	BioGRID ORCS
1247	83550	ENTREZ_GENE	GPR101	GPCR6|PAGH2	9606	Homo sapiens	-0.26	0.136269287	0.293625072	-	-	NO	BioGRID ORCS
1247	83690	ENTREZ_GENE	CRISPLD1	CRISP-10|CRISP10|LCRISP1|Cocoacrisp|DKFZp762F133	9606	Homo sapiens	-0.26	0.109884446	0.252615472	-	-	NO	BioGRID ORCS
1247	84707	ENTREZ_GENE	BEX2	BEX1|DJ79P11.1	9606	Homo sapiens	-0.26	0.715691336	0.838221986	-	-	NO	BioGRID ORCS
1247	90161	ENTREZ_GENE	HS6ST2	-	9606	Homo sapiens	-0.26	0.514284082	0.69294829	-	-	NO	BioGRID ORCS
1247	112936	ENTREZ_GENE	VPS26B	Pep8b	9606	Homo sapiens	-0.26	0.883584859	0.939689374	-	-	NO	BioGRID ORCS
1247	113791	ENTREZ_GENE	PIK3IP1	HGFL|hHGFL(S)	9606	Homo sapiens	-0.26	0.661878419	0.804190608	-	-	NO	BioGRID ORCS
1247	116337	ENTREZ_GENE	PANX3	PX3	9606	Homo sapiens	-0.26	0.34935037	0.545836068	-	-	NO	BioGRID ORCS
1247	127700	ENTREZ_GENE	OSCP1	C1orf102|NOR1	9606	Homo sapiens	-0.26	0.545469572	0.71876175	-	-	NO	BioGRID ORCS
1247	128372	ENTREZ_GENE	OR6N1	OR1-22	9606	Homo sapiens	-0.26	0.402164201	0.598427993	-	-	NO	BioGRID ORCS
1247	152573	ENTREZ_GENE	SHISA3	hShisa3	9606	Homo sapiens	-0.26	0.832548399	0.911250631	-	-	NO	BioGRID ORCS
1247	153579	ENTREZ_GENE	BTNL9	BTN3|BTN8|VDLS1900|FLJ32535	9606	Homo sapiens	-0.26	0.695054054	0.824727086	-	-	NO	BioGRID ORCS
1247	163590	ENTREZ_GENE	TOR1AIP2	IFRG15|LULL1|NET9	9606	Homo sapiens	-0.26	0.707902926	0.833150495	-	-	NO	BioGRID ORCS
1247	167838	ENTREZ_GENE	TXLNB	C6orf198|LST001|MDP77|dJ522B19.2|DKFZp451A175	9606	Homo sapiens	-0.26	0.290641992	0.485155461	-	-	NO	BioGRID ORCS
1247	192666	ENTREZ_GENE	KRT24	K24|KA24|FLJ20261	9606	Homo sapiens	-0.26	0.913134608	0.95502064	-	-	NO	BioGRID ORCS
1247	196792	ENTREZ_GENE	FAM24B	AC073585.2	9606	Homo sapiens	-0.26	0.981578771	0.991145236	-	-	NO	BioGRID ORCS
1247	221044	ENTREZ_GENE	UCMA	C10orf49|GRP|GRP/UCMA	9606	Homo sapiens	-0.26	0.514729872	0.693146913	-	-	NO	BioGRID ORCS
1247	221091	ENTREZ_GENE	LRRN4CL	-	9606	Homo sapiens	-0.26	0.330412616	0.526868474	-	-	NO	BioGRID ORCS
1247	337882	ENTREZ_GENE	KRTAP19-1	KAP19.1	9606	Homo sapiens	-0.26	0.712168883	0.836057849	-	-	NO	BioGRID ORCS
1247	348158	ENTREZ_GENE	ACSM2B	ACSM2|HXMA|HYST1046	9606	Homo sapiens	-0.26	0.26780572	0.460832414	-	-	NO	BioGRID ORCS
1247	388931	ENTREZ_GENE	MFSD2B	-	9606	Homo sapiens	-0.26	0.909847137	0.953375401	-	-	NO	BioGRID ORCS
1247	390326	ENTREZ_GENE	OR6C76	-	9606	Homo sapiens	-0.26	0.179412072	0.353485447	-	-	NO	BioGRID ORCS
1247	390649	ENTREZ_GENE	OR4F15	-	9606	Homo sapiens	-0.26	0.272005231	0.465364478	-	-	NO	BioGRID ORCS
1247	392399	ENTREZ_GENE	LCN9	HEL129	9606	Homo sapiens	-0.26	0.43703087	0.629374813	-	-	NO	BioGRID ORCS
1247	100996465	ENTREZ_GENE	LCA10	LCAP	9606	Homo sapiens	-0.26	0.560010284	0.730012933	-	-	NO	BioGRID ORCS
1247	533U	UNKNOWN	AL590822.1	-	9606	Homo sapiens	-0.26	0.259018163	0.450141421	-	-	NO	BioGRID ORCS
1247	268U	UNKNOWN	RP11-817J15.3	-	9606	Homo sapiens	-0.26	0.044567668	0.133110543	-	-	NO	BioGRID ORCS
1247	646698	ENTREZ_GENE	ZSCAN5DP	ZNF495D|ZSCAN5D	9606	Homo sapiens	-0.26	0.547078041	0.71993238	-	-	NO	BioGRID ORCS
1247	838U	UNKNOWN	RP13-672B3.2	-	9606	Homo sapiens	-0.26	0.780948405	0.880758281	-	-	NO	BioGRID ORCS
1247	134U	UNKNOWN	RP11-20I23.1	-	9606	Homo sapiens	-0.26	0.048922352	0.142105076	-	-	NO	BioGRID ORCS
1247	825U	UNKNOWN	CTD-2370N5.3	-	9606	Homo sapiens	-0.26	0.522836491	0.700210776	-	-	NO	BioGRID ORCS
1247	92558	ENTREZ_GENE	BICDL1	BICDR-1|BICDR1|CCDC64|CCDC64A|H_267D11.1|FLJ26450	9606	Homo sapiens	-0.26	0.304542737	0.501039705	-	-	NO	BioGRID ORCS
1247	388U	UNKNOWN	RP1-317E23.6	-	9606	Homo sapiens	-0.26	0.343980454	0.541465257	-	-	NO	BioGRID ORCS
1247	112	ENTREZ_GENE	ADCY6	AC6|LCCS8	9606	Homo sapiens	-0.25	0.8912034	0.943582717	-	-	NO	BioGRID ORCS
1247	155	ENTREZ_GENE	ADRB3	BETA3AR	9606	Homo sapiens	-0.25	0.941476132	0.97095037	-	-	NO	BioGRID ORCS
1247	640	ENTREZ_GENE	BLK	MODY11	9606	Homo sapiens	-0.25	0.903071664	0.950335592	-	-	NO	BioGRID ORCS
1247	1045	ENTREZ_GENE	CDX2	CDX-3|CDX2/AS|CDX3	9606	Homo sapiens	-0.25	0.670501597	0.809475937	-	-	NO	BioGRID ORCS
1247	1520	ENTREZ_GENE	CTSS	-	9606	Homo sapiens	-0.25	0.824224041	0.906705393	-	-	NO	BioGRID ORCS
1247	1953	ENTREZ_GENE	MEGF6	EGFL3	9606	Homo sapiens	-0.25	0.434267711	0.62702124	-	-	NO	BioGRID ORCS
1247	2538	ENTREZ_GENE	G6PC	G6PC1|G6PT|G6Pase|GSD1|GSD1a	9606	Homo sapiens	-0.25	0.747810651	0.860369493	-	-	NO	BioGRID ORCS
1247	2811	ENTREZ_GENE	GP1BA	BDPLT1|BDPLT3|BSS|CD42B|CD42b-alpha|DBPLT3|GP1B|GPIbA|GPIbalpha|VWDP	9606	Homo sapiens	-0.25	0.50326	0.68405866	-	-	NO	BioGRID ORCS
1247	2992	ENTREZ_GENE	GYG1	GSD15|GYG	9606	Homo sapiens	-0.25	0.640250025	0.790127723	-	-	NO	BioGRID ORCS
1247	3443	ENTREZ_GENE	IFNA6	IFN-alphaK	9606	Homo sapiens	-0.25	0.308478386	0.505066379	-	-	NO	BioGRID ORCS
1247	3596	ENTREZ_GENE	IL13	IL-13|P600|BHR1	9606	Homo sapiens	-0.25	0.785150565	0.883802674	-	-	NO	BioGRID ORCS
1247	3706	ENTREZ_GENE	ITPKA	IP3-3KA|IP3KA	9606	Homo sapiens	-0.25	0.458798857	0.648373925	-	-	NO	BioGRID ORCS
1247	3781	ENTREZ_GENE	KCNN2	KCa2.2|SK2|SKCA2|SKCa 2|hSK2	9606	Homo sapiens	-0.25	0.931561185	0.965855929	-	-	NO	BioGRID ORCS
1247	3978	ENTREZ_GENE	LIG1	-	9606	Homo sapiens	-0.25	0.443751566	0.635301519	-	-	NO	BioGRID ORCS
1247	4641	ENTREZ_GENE	MYO1C	MMI-beta|MMIb|NMI|myr2	9606	Homo sapiens	-0.25	0.417273621	0.611984988	-	-	NO	BioGRID ORCS
1247	4758	ENTREZ_GENE	NEU1	NANH|NEU|SIAL1	9606	Homo sapiens	-0.25	0.699761065	0.828100979	-	-	NO	BioGRID ORCS
1247	5913	ENTREZ_GENE	RAPSN	CMS11|CMS4C|FADS|RAPSYN|RNF205	9606	Homo sapiens	-0.25	0.924880789	0.961917279	-	-	NO	BioGRID ORCS
1247	6121	ENTREZ_GENE	RPE65	BCO3|LCA2|RP20|mRPE65|rd12|sRPE65	9606	Homo sapiens	-0.25	0.837741054	0.913733166	-	-	NO	BioGRID ORCS
1247	7091	ENTREZ_GENE	TLE4	BCE-1|BCE1|E(spI)|ESG|ESG4|GRG4|Grg-4	9606	Homo sapiens	-0.25	0.779887813	0.879959187	-	-	NO	BioGRID ORCS
1247	7322	ENTREZ_GENE	UBE2D2	E2(17)KB2|PUBC1|UBC4|UBC4/5|UBCH4|UBCH5B	9606	Homo sapiens	-0.25	0.905306586	0.951511721	-	-	NO	BioGRID ORCS
1247	7867	ENTREZ_GENE	MAPKAPK3	3PK|MAPKAP-K3|MAPKAP3|MAPKAPK-3|MDPT3|MK-3	9606	Homo sapiens	-0.25	0.897761137	0.947265669	-	-	NO	BioGRID ORCS
1247	9896	ENTREZ_GENE	FIG4	ALS11|BTOP|CMT4J|KIAA0274|SAC3|YVS|dJ249I4.1|hSac3	9606	Homo sapiens	-0.25	0.923623073	0.961214061	-	-	NO	BioGRID ORCS
1247	10385	ENTREZ_GENE	BTN2A2	BT2.2|BTF2|BTN2.2	9606	Homo sapiens	-0.25	0.681637422	0.816266732	-	-	NO	BioGRID ORCS
1247	11144	ENTREZ_GENE	DMC1	DMC1H|LIM15|dJ199H16.1	9606	Homo sapiens	-0.25	0.692885532	0.823326545	-	-	NO	BioGRID ORCS
1247	22854	ENTREZ_GENE	NTNG1	Lmnt1|KIAA0976	9606	Homo sapiens	-0.25	0.845081207	0.918165208	-	-	NO	BioGRID ORCS
1247	23024	ENTREZ_GENE	PDZRN3	LNX3|SEMACAP3|SEMCAP3|KIAA1095	9606	Homo sapiens	-0.25	0.376928636	0.574077615	-	-	NO	BioGRID ORCS
